taxpayer_id,filing_status,state,tax_year,primary_income_src,gross_income,capital_gains,dividend_income,other_income,total_income,standard_deduction,itemized_deductions,uses_itemized,deduction_used,taxable_income,federal_tax,state_tax,social_security_tax,medicare_tax,fica_total,total_tax_liability,effective_tax_rate,marginal_tax_rate,tax_withheld,refund_or_owed,dependents,child_tax_credit,filing_date,mortgage_interest,charitable_giving,medical_expenses,salt_deduction
227,married,VA,2024,retirement,54975.99,0,4117.49,0,59093.48,29200,0,False,29200,29893.48,3123.22,1718.88,3408.51,797.15,4205.66,9047.76,15.31,12.0,2921.84,-201.38,3,6000,2023-02-20,0,0,0,0
228,single,VA,2024,self_employment,173565.57,35287.37,0,0,208852.94,14600,0,False,14600,194252.94,39847.44,11169.54,10453.2,2516.7,12969.900000000001,63986.88,30.64,32.0,43198.26,3350.82,0,0,2024-04-30,0,0,0,0
229,single,TX,2024,retirement,100086.48,0,9438.2,7093.68,116618.36,14600,0,False,14600,102018.36,17526.91,0.0,6205.36,1451.25,7656.61,25183.52,21.59,24.0,19606.39,2079.48,2,4000,2024-04-15,0,0,0,0
230,married,FL,2024,rental,52300.31,9784.44,0,0,62084.75,29200,0,False,29200,32884.75,3482.17,0.0,3242.62,758.35,4000.97,7483.14,12.05,12.0,4003.9,521.73,2,4000,2024-07-28,0,0,0,0
231,hoh,VA,2024,retirement,48267.69,6975.72,0,0,55243.41,21900,0,False,21900,33343.41,3769.21,1917.25,2992.6,699.88,3692.48,9378.94,16.98,12.0,3571.48,-197.73,2,4000,2023-09-25,0,0,0,0
232,hoh,WA,2024,self_employment,42736.92,11534.96,3429.06,0,57700.94,21900,0,False,21900,35800.94,4064.11,0.0,2649.69,619.69,3269.38,7333.49,12.71,12.0,4259.83,195.72,1,2000,2023-01-27,0,0,0,0
233,hoh,GA,2024,investment,133416.0,0,0,0,133416.0,21900,73068.22,True,73068.22,60347.78,8329.51,3319.13,8271.79,1934.53,10206.320000000002,21854.96,16.38,22.0,7532.72,-796.79,0,0,2024-04-27,4205.7,4838.84,15815.23,13609.77
234,single,WA,2024,retirement,96291.82,0,3231.87,0,99523.69,14600,0,False,14600,84923.69,13736.21,0.0,5970.09,1396.23,7366.32,21102.53,21.2,22.0,14742.57,1006.36,2,4000,2024-03-06,0,0,0,0
235,married,IL,2024,investment,294857.49,0,0,0,294857.49,29200,34939.55,True,34939.55,259917.94,48465.31,12865.94,10453.2,4275.43,14728.630000000001,76059.88,25.8,24.0,53857.31,5392.0,1,2000,2023-05-21,18809.31,0,0,0
236,single,IL,2024,rental,148206.82,43868.44,0,1803.57,193878.83,14600,0,False,14600,179278.83,36069.42,8874.3,9188.82,2149.0,11337.82,56281.54,29.03,24.0,34258.33,-1811.09,1,2000,2023-11-17,0,0,0,0
237,hoh,CA,2024,wages,126711.98,0,7302.14,0,134014.12,21900,3036.63,False,21900,112114.12,19949.89,10426.61,7856.14,1837.32,9693.460000000001,40069.96,29.9,24.0,20152.08,202.19,2,4000,2023-01-15,3036.63,0,0,0
238,married,NC,2024,self_employment,18314.48,0,414.39,3120.92,21849.79,29200,0,False,29200,0,0.0,0.0,1135.5,265.56,1401.06,1401.06,6.41,10.0,0.0,0.0,4,4369.96,2024-08-25,0,0,0,0
239,married,TX,2024,wages,210364.86,0,0,5963.7,216328.56,29200,0,False,29200,187128.56,31274.28,0.0,10453.2,3050.29,13503.490000000002,44777.77,20.7,22.0,34914.36,3640.08,1,2000,2023-12-17,0,0,0,0
240,married,IL,2024,self_employment,45503.45,11084.75,0,0,56588.2,29200,0,False,29200,27388.2,2822.58,1355.72,2821.21,659.8,3481.01,7659.31,13.54,12.0,3233.16,410.58,1,2000,2023-01-23,0,0,0,0
241,hoh,NC,2024,self_employment,37784.97,8979.15,0,0,46764.12,21900,0,False,21900,24864.12,2751.69,1305.37,2342.67,547.88,2890.55,6947.61,14.86,12.0,2975.61,223.92,4,8000,2023-02-19,0,0,0,0
242,hoh,CA,2024,wages,172052.71,0,7170.74,0,179223.45,21900,35108.46,True,35108.46,144114.99,27630.1,13402.69,10453.2,2494.76,12947.960000000001,53980.75,30.12,24.0,28505.71,875.61,1,2000,2024-03-04,0,0,17129.83,0
243,single,NC,2024,retirement,31773.46,0,0,0,31773.46,14600,0,False,14600,17173.46,1828.82,901.61,1969.95,460.72,2430.67,5161.1,16.24,12.0,1664.09,-164.73,2,4000,2024-06-19,0,0,0,0
244,single,IL,2024,rental,51349.17,0,0,0,51349.17,14600,0,False,14600,36749.17,4177.9,1819.08,3183.65,744.56,3928.21,9925.19,19.33,12.0,4720.77,542.87,2,4000,2023-08-29,0,0,0,0
245,single,CA,2024,wages,229048.01,45971.44,0,0,275019.45,14600,12720.72,False,14600,260419.45,61521.56,24219.01,10453.2,3321.2,13774.400000000001,99514.97,36.18,35.0,55517.7,-6003.86,0,0,2023-10-25,3488.07,0,0,9232.65
246,married,IL,2024,rental,113395.63,0,520.36,6633.55,120549.54,29200,0,False,29200,91349.54,10497.94,4521.8,7030.53,1644.24,8674.77,23694.51,19.66,12.0,10049.24,-448.7,3,6000,2024-09-28,0,0,0,0
247,married,NY,2024,investment,408407.32,0,0,2718.33,411125.65,29200,0,False,29200,381925.65,77747.16,26161.91,10453.2,5921.91,16375.11,120284.18,29.26,24.0,85926.28,8179.12,3,6000,2024-10-26,0,0,0,0
248,single,NY,2024,self_employment,143791.43,0,2291.97,0,146083.4,14600,33481.27,True,33481.27,112602.13,20067.01,7713.25,8915.07,2084.98,11000.05,38780.31,26.55,24.0,22917.2,2850.19,1,2000,2024-05-09,15026.1,0,0,0
249,married,NY,2024,rental,71696.3,0,88.62,5248.18,77033.1,29200,39940.75,True,39940.75,37092.35,3987.08,2540.83,4445.17,1039.6,5484.77,12012.68,15.59,12.0,3566.83,-420.25,4,8000,2024-09-19,2976.15,10152.57,8108.49,5285.12
250,single,CA,2024,self_employment,108530.0,0,0,0,108530.0,14600,10930.45,False,14600,93930.0,15717.6,8735.49,6728.86,1573.69,8302.55,32755.64,30.18,22.0,15454.43,-263.17,4,8000,2024-04-03,0,0,0,9186.54
251,single,GA,2024,rental,54248.61,12128.45,0,0,66377.06,14600,0,False,14600,51777.06,6443.95,2847.74,3363.41,786.6,4150.01,13441.7,20.25,22.0,5546.63,-897.32,4,8000,2023-01-01,0,0,0,0
252,single,VA,2024,retirement,83753.81,14129.25,3820.92,0,101703.98,14600,28171.68,True,28171.68,73532.3,11230.11,4228.11,5192.74,1214.43,6407.17,21865.39,21.5,22.0,11765.48,535.37,0,0,2023-12-16,12958.41,0,9352.64,5860.63
253,married,WA,2024,retirement,72198.51,991.53,0,0,73190.04,29200,0,False,29200,43990.04,4814.8,0.0,4476.31,1046.88,5523.1900000000005,10337.99,14.12,12.0,5128.04,313.24,3,6000,2023-04-20,0,0,0,0
254,married,VA,2024,self_employment,49695.53,5857.56,0,7167.88,62720.97,29200,0,False,29200,33520.97,3558.52,1927.46,3081.12,720.59,3801.71,9287.69,14.81,12.0,3139.79,-418.73,3,6000,2023-02-17,0,0,0,0
255,hoh,VA,2024,wages,198732.66,0,19002.62,0,217735.28,21900,76901.82,True,76901.82,140833.46,26842.53,8097.92,10453.2,2881.62,13334.82,48275.27,22.17,24.0,23849.98,-2992.55,3,6000,2024-11-04,1932.86,25245.08,0,27674.29
256,hoh,VA,2024,investment,254534.51,0,23313.08,2735.96,280583.55,21900,62328.41,True,62328.41,218255.14,47528.14,12549.67,10453.2,3690.75,14143.95,74221.76,26.45,32.0,50549.14,3021.0,4,8000,2024-10-09,13858.95,0,0,22578.59
257,single,FL,2024,self_employment,130471.0,0,0,0,130471.0,14600,32516.89,True,32516.89,97954.11,16602.9,0.0,8089.2,1891.83,9981.029999999999,26583.93,20.38,22.0,16954.74,351.84,3,6000,2024-11-21,18775.91,13740.98,0,0
258,hoh,NC,2024,investment,439351.23,0,0,0,439351.23,21900,0,False,21900,417451.23,116482.68,21916.19,10453.2,6370.59,16823.79,155222.66,35.33,35.0,100864.62,-15618.06,0,0,2023-07-24,0,0,0,0
259,married,TX,2024,investment,343278.21,0,0,2040.01,345318.22,29200,63523.84,True,63523.84,281794.38,53715.65,0.0,10453.2,4977.53,15430.73,69146.38,20.02,24.0,56876.2,3160.55,0,0,2024-01-26,0,0,20428.02,7117.07
260,married,OH,2024,investment,483087.44,0,9810.89,8604.45,501502.78,29200,49924.05,True,49924.05,451578.73,99878.19,18063.15,10453.2,7004.77,17457.97,135399.31,27.0,32.0,98344.51,-1533.68,0,0,2023-07-11,0,21431.59,0,22284.28
261,single,NC,2024,wages,109869.6,0,0,0,109869.6,14600,2973.86,False,14600,95269.6,16012.31,5001.65,6811.92,1593.11,8405.03,29418.99,26.78,22.0,18089.34,2077.03,4,8000,2024-11-08,0,0,2973.86,0
262,married,GA,2024,retirement,75016.02,0,3941.3,5206.06,84163.38,29200,13933.83,False,29200,54963.38,6131.61,3022.99,4650.99,1087.73,5738.719999999999,14893.32,17.7,12.0,6959.94,828.33,4,8000,2024-06-27,0,5391.23,0,8542.6
263,married,NC,2024,wages,50812.44,0,0,0,50812.44,29200,0,False,29200,21612.44,2161.24,1134.65,3150.37,736.78,3887.1499999999996,7183.04,14.14,10.0,2432.65,271.41,1,2000,2023-02-10,0,0,0,0
264,hoh,IL,2024,rental,138230.54,16001.95,0,0,154232.49,21900,46392.39,True,46392.39,107840.1,18924.12,5338.08,8570.29,2004.34,10574.630000000001,34836.83,22.59,24.0,21514.51,2590.39,4,8000,2024-06-30,8987.13,10585.12,0,4857.49
265,single,NY,2024,self_employment,139012.0,36071.56,0,0,175083.56,14600,62548.85,True,62548.85,112534.71,20050.83,7708.63,8618.74,2015.67,10634.41,38393.87,21.93,24.0,17569.67,-2481.16,0,0,2023-07-02,25650.0,17157.05,19741.8,0
266,married,NC,2024,wages,154366.52,0,0,0,154366.52,29200,43036.8,True,43036.8,111329.72,14598.54,5844.81,9570.72,2238.31,11809.029999999999,32252.38,20.89,22.0,16473.2,1874.66,0,0,2023-10-24,0,0,12616.66,14508.69
267,hoh,WA,2024,retirement,28650.52,3761.89,0,0,32412.41,21900,0,False,21900,10512.41,1051.24,0.0,1776.33,415.43,2191.7599999999998,3243.0,10.01,10.0,1043.04,-8.2,4,6482.48,2023-08-14,0,0,0,0
268,single,OH,2024,retirement,49497.85,4425.95,4778.35,6479.41,65181.56,14600,0,False,14600,50581.56,6180.94,2023.26,3068.87,717.72,3786.59,11990.79,18.4,22.0,7029.07,848.13,0,0,2024-07-20,0,0,0,0
269,hoh,TX,2024,wages,34398.96,4066.8,0,0,38465.76,21900,0,False,21900,16565.76,1755.89,0.0,2132.74,498.78,2631.5199999999995,4387.41,11.41,12.0,1603.16,-152.73,2,4000,2023-08-05,0,0,0,0
270,married,NC,2024,self_employment,44776.56,0,870.13,0,45646.69,29200,0,False,29200,16446.69,1644.67,863.45,2776.15,649.26,3425.41,5933.53,13.0,10.0,1792.52,147.85,0,0,2024-07-16,0,0,0,0
271,married,NC,2024,wages,90396.85,0,0,4871.9,95268.75,29200,0,False,29200,66068.75,7464.25,3468.61,5604.6,1310.75,6915.35,17848.21,18.73,12.0,6631.72,-832.53,1,2000,2023-04-13,0,0,0,0
272,married,VA,2024,wages,227526.68,0,0,0,227526.68,29200,0,False,29200,198326.68,33737.87,11403.78,10453.2,3299.14,13752.34,58893.99,25.88,22.0,34589.78,851.91,4,8000,2024-08-03,0,0,0,0
273,married,IL,2024,rental,33609.53,0,2393.67,0,36003.2,29200,0,False,29200,6803.2,680.32,336.76,2083.79,487.34,2571.13,3588.21,9.97,10.0,634.74,-45.58,2,4000,2023-05-18,0,0,0,0
274,hoh,IL,2024,rental,74798.77,0,0,0,74798.77,21900,0,False,21900,52898.77,6690.73,2618.49,4637.52,1084.58,5722.1,15031.32,20.1,22.0,6039.93,-650.8,4,8000,2023-03-25,0,0,0,0
275,married,TX,2024,retirement,39643.19,7452.35,3536.59,6316.26,56948.39,29200,0,False,29200,27748.39,2865.81,0.0,2457.88,574.83,3032.71,5898.52,10.36,12.0,3134.6,268.79,4,8000,2024-02-19,0,0,0,0
276,hoh,FL,2024,wages,149108.65,44675.7,0,3658.19,197442.54,21900,0,False,21900,175542.54,35172.71,0.0,9244.74,2162.08,11406.82,46579.53,23.59,24.0,38044.33,2871.62,2,4000,2023-05-18,0,0,0,0
277,married,NC,2024,retirement,29055.4,0,0,0,29055.4,29200,0,False,29200,0,0.0,0.0,1801.43,421.3,2222.73,2222.73,7.65,10.0,0.0,0.0,4,5811.08,2024-12-01,0,0,0,0
278,single,NC,2024,self_employment,97550.78,0,6432.63,7359.2,111342.61,14600,0,False,14600,96742.61,16336.37,5078.99,6048.15,1414.49,7462.639999999999,28878.0,25.94,22.0,14899.3,-1437.07,2,4000,2024-02-02,0,0,0,0
279,married,GA,2024,wages,33978.56,1052.23,2152.77,0,37183.56,29200,0,False,29200,7983.56,798.36,439.1,2106.67,492.69,2599.36,3836.82,10.32,10.0,856.3,57.94,4,7436.71,2024-07-11,0,0,0,0
280,hoh,TX,2024,rental,101514.54,0,8481.23,0,109995.77,21900,0,False,21900,88095.77,14434.07,0.0,6293.9,1471.96,7765.86,22199.93,20.18,22.0,16197.52,1763.45,4,8000,2024-02-20,0,0,0,0
281,married,IL,2024,rental,120972.04,239.44,5321.54,0,126533.02,29200,23759.33,False,29200,97333.02,11519.26,4817.98,7500.27,1754.09,9254.36,25591.6,20.23,22.0,10183.04,-1336.22,3,6000,2024-05-05,0,0,0,15597.29
282,single,VA,2024,self_employment,134742.96,0,0,0,134742.96,14600,28742.64,True,28742.64,106000.32,18482.58,6095.02,8354.06,1953.77,10307.83,34885.43,25.89,24.0,21084.43,2601.85,0,0,2024-11-08,0,18058.91,0,0
283,married,NY,2024,self_employment,98102.62,25525.39,0,6008.39,129636.4,29200,21303.34,False,29200,100436.4,12202.01,6879.89,6082.36,1422.49,7504.849999999999,26586.75,20.51,22.0,10769.14,-1432.87,1,2000,2024-06-19,3945.88,5511.47,6992.06,0
284,hoh,OH,2024,self_employment,127019.54,0,7618.81,5314.3,139952.65,21900,33914.53,True,33914.53,106038.12,18491.65,4241.52,7875.21,1841.78,9716.99,32450.16,23.19,24.0,20570.99,2079.34,4,8000,2024-03-15,0,18984.28,524.6,14405.65
285,single,GA,2024,rental,59072.49,16088.85,3403.29,0,78564.63,14600,0,False,14600,63964.63,9125.22,3518.05,3662.49,856.55,4519.04,17162.31,21.84,22.0,9853.03,727.81,0,0,2023-10-18,0,0,0,0
286,hoh,NC,2024,rental,46092.7,0,32.79,0,46125.49,21900,0,False,21900,24225.49,2675.06,1271.84,2857.75,668.34,3526.09,7472.99,16.2,12.0,2690.92,15.86,3,6000,2024-11-01,0,0,0,0
287,single,IL,2024,rental,60717.77,0,1540.0,4235.62,66493.39,14600,0,False,14600,51893.39,6469.55,2568.72,3764.5,880.41,4644.91,13683.18,20.58,22.0,6208.78,-260.77,2,4000,2024-11-27,0,0,0,0
288,married,FL,2024,rental,87294.69,4680.38,0,0,91975.07,29200,25998.7,False,29200,62775.07,7069.01,0.0,5412.27,1265.77,6678.040000000001,13747.05,14.95,12.0,6221.32,-847.69,4,8000,2024-02-15,10793.89,0,0,2083.4
289,married,NC,2024,retirement,89705.74,4325.74,47.46,0,94078.94,29200,0,False,29200,64878.94,7321.47,3406.14,5561.76,1300.73,6862.49,17590.1,18.7,12.0,8256.85,935.38,3,6000,2023-04-01,0,0,0,0
290,single,WA,2024,self_employment,83604.5,18171.31,3349.57,0,105125.38,14600,0,False,14600,90525.38,14968.58,0.0,5183.48,1212.27,6395.75,21364.33,20.32,22.0,17050.09,2081.51,0,0,2023-06-29,0,0,0,0
291,hoh,GA,2024,rental,11499.46,3210.97,0,0,14710.43,21900,0,False,21900,0,0.0,0.0,712.97,166.74,879.71,879.71,5.98,10.0,0.0,0.0,4,2942.09,2024-06-12,0,0,0,0
292,hoh,FL,2024,retirement,36948.29,0,0,0,36948.29,21900,0,False,21900,15048.29,1573.79,0.0,2290.79,535.75,2826.54,4400.33,11.91,12.0,1412.06,-161.73,2,4000,2024-02-14,0,0,0,0
293,married,OH,2024,rental,92051.22,20350.47,0,0,112401.69,29200,0,False,29200,83201.69,9520.2,3328.07,5707.18,1334.74,7041.92,19890.19,17.7,12.0,10462.03,941.83,4,8000,2023-12-23,0,0,0,0
294,married,WA,2024,self_employment,127177.23,0,7311.5,0,134488.73,29200,45842.64,True,45842.64,88646.09,10173.53,0.0,7884.99,1844.07,9729.06,19902.59,14.8,12.0,10766.22,592.69,3,6000,2024-07-30,0,0,0,16296.53
295,married,FL,2024,investment,480813.17,0,0,0,480813.17,29200,0,False,29200,451613.17,99889.21,0.0,10453.2,6971.79,17424.99,117314.2,24.4,32.0,88390.01,-11499.2,0,0,2024-01-27,0,0,0,0
296,hoh,FL,2024,self_employment,163029.86,0,0,0,163029.86,21900,13467.79,False,21900,141129.86,26913.67,0.0,10107.85,2363.93,12471.78,39385.45,24.16,24.0,24641.34,-2272.33,4,8000,2023-10-03,0,0,0,8692.26
297,single,FL,2024,rental,113195.71,0,0,0,113195.71,14600,0,False,14600,98595.71,16744.06,0.0,7018.13,1641.34,8659.47,25403.53,22.44,22.0,18426.54,1682.48,4,8000,2023-12-31,0,0,0,0
298,single,NY,2024,wages,232042.33,46182.74,17733.7,0,295958.77,14600,0,False,14600,281358.77,68850.32,19273.08,10453.2,3364.61,13817.810000000001,101941.21,34.44,35.0,68484.56,-365.76,4,8000,2023-11-19,0,0,0,0
299,married,VA,2024,investment,247948.65,68136.8,0,0,316085.45,29200,56688.28,True,56688.28,259397.17,48340.32,14915.34,10453.2,3595.26,14048.460000000001,77304.12,24.46,24.0,47761.26,-579.06,0,0,2023-01-13,0,14610.44,15323.02,0
300,hoh,FL,2024,rental,91341.15,0,2372.14,0,93713.29,21900,0,False,21900,71813.29,10851.92,0.0,5663.15,1324.45,6987.599999999999,17839.52,19.04,22.0,10758.63,-93.29,4,8000,2023-12-18,0,0,0,0
301,married,TX,2024,rental,69352.0,0,2531.89,0,71883.89,29200,0,False,29200,42683.89,4658.07,0.0,4299.82,1005.6,5305.42,9963.49,13.86,12.0,4589.22,-68.85,4,8000,2023-05-15,0,0,0,0
302,hoh,FL,2024,wages,187183.48,31185.14,3669.98,7385.42,229424.02,21900,28918.18,True,28918.18,200505.84,41848.37,0.0,10453.2,2714.16,13167.36,55015.73,23.98,32.0,38721.97,-3126.4,4,8000,2023-02-18,0,0,0,19104.23
303,married,NY,2024,self_employment,26106.73,3732.27,1174.42,0,31013.42,29200,0,False,29200,1813.42,181.34,124.22,1618.62,378.55,1997.1699999999998,2302.73,7.42,10.0,173.78,-7.56,4,6202.68,2024-07-24,0,0,0,0
304,married,IL,2024,wages,117646.2,0,7124.37,0,124770.57,29200,32952.28,True,32952.28,91818.29,10554.19,4545.01,7294.06,1705.87,8999.93,24099.13,19.31,12.0,10914.08,359.89,3,6000,2024-10-08,18339.86,0,0,14612.42
305,single,TX,2024,investment,213799.16,25962.02,1691.41,0,241452.59,14600,0,False,14600,226852.59,50279.33,0.0,10453.2,3100.09,13553.29,63832.62,26.44,32.0,52587.35,2308.02,2,4000,2024-09-11,0,0,0,0
306,hoh,OH,2024,investment,444407.44,125158.89,23150.77,0,592717.1,21900,0,False,21900,570817.1,170160.73,22832.68,10453.2,6443.91,16897.11,209890.52,35.41,35.0,188242.61,18081.88,1,2000,2023-08-29,0,0,0,0
307,hoh,WA,2024,wages,72378.59,0,0,4731.86,77110.45,21900,0,False,21900,55210.45,7199.3,0.0,4487.47,1049.49,5536.96,12736.26,16.52,22.0,7784.46,585.16,4,8000,2023-03-27,0,0,0,0
308,single,WA,2024,retirement,35527.44,9437.56,0,0,44965.0,14600,0,False,14600,30365.0,3411.8,0.0,2202.7,515.15,2717.85,6129.65,13.63,12.0,3190.89,-220.91,1,2000,2023-05-15,0,0,0,0
309,hoh,TX,2024,wages,32909.87,0,2844.21,0,35754.08,21900,0,False,21900,13854.08,1430.49,0.0,2040.41,477.19,2517.6,3948.09,11.04,12.0,1589.66,159.17,2,4000,2024-07-15,0,0,0,0
310,married,TX,2024,retirement,37703.66,7137.84,2126.43,0,46967.93,29200,0,False,29200,17767.93,1776.79,0.0,2337.63,546.7,2884.33,4661.12,9.92,10.0,1851.16,74.37,2,4000,2023-12-22,0,0,0,0
311,married,NC,2024,self_employment,163870.94,0,0,0,163870.94,29200,0,False,29200,134670.94,19733.61,7070.22,10160.0,2376.13,12536.130000000001,39339.96,24.01,22.0,16774.12,-2959.49,1,2000,2023-12-19,0,0,0,0
312,married,GA,2024,retirement,20831.71,5918.02,0,0,26749.73,29200,0,False,29200,0,0.0,0.0,1291.57,302.06,1593.6299999999999,1593.63,5.96,10.0,0.0,0.0,2,4000,2024-09-03,0,0,0,0
313,single,CA,2024,retirement,57364.39,0,0,0,57364.39,14600,0,False,14600,42764.39,4899.73,3977.09,3556.59,831.78,4388.37,13265.19,23.12,12.0,4404.76,-494.97,3,6000,2024-01-23,0,0,0,0
314,single,WA,2024,wages,120003.86,0,10919.8,6846.4,137770.06,14600,0,False,14600,123170.06,22603.31,0.0,7440.24,1740.06,9180.3,31783.61,23.07,24.0,24250.6,1647.29,2,4000,2024-02-27,0,0,0,0
315,single,NY,2024,self_employment,40275.45,0,0,0,40275.45,14600,0,False,14600,25675.45,2849.05,1758.77,2497.08,583.99,3081.0699999999997,7688.89,19.09,12.0,3020.4,171.35,3,6000,2023-07-12,0,0,0,0
316,married,CA,2024,self_employment,24181.93,1348.9,0,0,25530.83,29200,0,False,29200,0,0.0,0.0,1499.28,350.64,1849.92,1849.92,7.25,10.0,0.0,0.0,0,0,2023-08-27,0,0,0,0
317,single,TX,2024,wages,136055.4,0,0,9979.63,146035.03,14600,30467.25,True,30467.25,115567.78,20778.77,0.0,8435.43,1972.8,10408.23,31187.0,21.36,24.0,22907.8,2129.03,3,6000,2023-01-13,7569.06,20870.18,0,2028.01
318,single,FL,2024,rental,117971.55,0,395.33,0,118366.88,14600,34048.42,True,34048.42,84318.46,13603.06,0.0,7314.24,1710.59,9024.83,22627.89,19.12,22.0,12596.35,-1006.71,2,4000,2023-07-23,17446.44,0,5885.46,0
319,married,CA,2024,self_employment,195055.7,0,0,0,195055.7,29200,57043.9,True,57043.9,138011.8,20468.6,12835.1,10453.2,2828.31,13281.51,46585.21,23.88,22.0,20468.1,-0.5,4,8000,2023-12-13,11882.8,0,17210.82,20297.44
320,hoh,CA,2024,wages,104991.48,0,0,0,104991.48,21900,22010.22,True,22010.22,82981.26,13308.88,7717.26,6509.47,1522.38,8031.85,29057.99,27.68,22.0,14204.83,895.95,2,4000,2023-02-10,0,10330.03,0,11680.19
321,married,GA,2024,retirement,49471.46,2816.55,0,0,52288.01,29200,0,False,29200,23088.01,2308.8,1269.84,3067.23,717.34,3784.57,7363.21,14.08,10.0,2469.77,160.97,2,4000,2024-09-05,0,0,0,0
322,hoh,TX,2024,wages,144505.92,0,7826.53,0,152332.45,21900,57721.26,True,57721.26,94611.19,15867.46,0.0,8959.37,2095.34,11054.710000000001,26922.17,17.67,22.0,14391.16,-1476.3,3,6000,2024-07-18,16897.15,14350.99,0,7667.47
323,single,VA,2024,investment,164687.02,5457.6,0,0,170144.62,14600,40638.93,True,40638.93,129505.69,24123.87,7446.58,10210.6,2387.96,12598.560000000001,44169.01,25.96,24.0,25580.81,1456.94,2,4000,2023-02-20,0,5556.36,0,0
324,married,FL,2024,retirement,91784.52,0,6018.76,8320.78,106124.06,29200,55063.33,True,55063.33,51060.73,5663.29,0.0,5690.64,1330.88,7021.52,12684.81,11.95,12.0,4946.21,-717.08,1,2000,2024-06-15,6064.98,14229.2,12746.22,0
325,single,NY,2024,self_employment,113357.29,0,0,0,113357.29,14600,28829.49,True,28829.49,84527.8,13649.12,5790.15,7028.15,1643.68,8671.83,28111.1,24.8,22.0,12284.79,-1364.33,1,2000,2024-07-17,0,7352.04,0,6407.68
326,married,NC,2024,investment,330478.28,59477.74,29825.17,0,419781.19,29200,71565.12,True,71565.12,348216.07,69656.86,18281.34,10453.2,4791.94,15245.14,103183.34,24.58,24.0,66731.45,-2925.41,3,6000,2024-04-03,12664.13,24871.57,0,0
327,married,CA,2024,wages,246165.21,38225.22,7430.29,0,291820.72,29200,0,False,29200,262620.72,49113.97,24423.73,10453.2,3569.4,14022.6,87560.3,30.0,24.0,54355.22,5241.25,0,0,2024-12-07,0,0,0,0
328,married,NC,2024,retirement,75632.31,3510.43,0,0,79142.74,29200,0,False,29200,49942.74,5529.13,2621.99,4689.2,1096.67,5785.87,13936.99,17.61,12.0,5308.66,-220.47,4,8000,2023-09-13,0,0,0,0
329,single,WA,2024,investment,50493.04,0,3707.53,7929.04,62129.61,14600,0,False,14600,47529.61,5509.51,0.0,3130.57,732.15,3862.7200000000003,9372.23,15.08,22.0,4968.87,-540.64,4,8000,2023-04-08,0,0,0,0
330,hoh,WA,2024,wages,189427.61,4459.74,0,3479.3,197366.65,21900,55477.4,True,55477.4,141889.25,27095.92,0.0,10453.2,2746.7,13199.900000000001,40295.82,20.42,24.0,25509.05,-1586.87,0,0,2023-11-23,0,25815.13,0,18029.99
331,hoh,VA,2024,self_employment,75463.85,3468.26,7526.52,7528.4,93987.03,21900,10466.49,False,21900,72087.03,10912.15,4145.0,4678.76,1094.23,5772.99,20830.14,22.16,22.0,10134.85,-777.3,3,6000,2024-05-28,0,0,2512.68,0
332,married,TX,2024,self_employment,103970.66,0,0,0,103970.66,29200,17609.17,False,29200,74770.66,8508.48,0.0,6446.18,1507.57,7953.75,16462.23,15.83,12.0,8287.89,-220.59,2,4000,2023-12-23,8413.83,0,0,0
333,single,IL,2024,investment,298969.19,0,0,6162.21,305131.4,14600,32047.25,True,32047.25,273084.15,65954.2,13517.67,10453.2,4335.05,14788.25,94260.12,30.89,35.0,58284.49,-7669.71,0,0,2023-09-06,0,0,0,6390.71
334,hoh,TX,2024,investment,11797.98,393.86,0,0,12191.84,21900,0,False,21900,0,0.0,0.0,731.47,171.07,902.54,902.54,7.4,10.0,0.0,0.0,4,2438.37,2023-08-05,0,0,0,0
335,single,NC,2024,retirement,95035.51,17763.33,6605.64,0,119404.48,14600,0,False,14600,104804.48,18195.58,5502.24,5892.2,1378.01,7270.21,30968.03,25.94,24.0,20412.02,2216.44,4,8000,2023-02-14,0,0,0,0
336,married,TX,2024,wages,88903.05,16481.69,0,0,105384.74,29200,0,False,29200,76184.74,8678.17,0.0,5511.99,1289.09,6801.08,15479.25,14.69,12.0,8388.26,-289.91,2,4000,2024-11-09,0,0,0,0
337,hoh,IL,2024,wages,29292.62,5706.89,0,0,34999.51,21900,0,False,21900,13099.51,1339.94,648.43,1816.14,424.74,2240.88,4229.25,12.08,12.0,1531.53,191.59,0,0,2023-11-20,0,0,0,0
338,married,VA,2024,retirement,28802.07,0,1614.9,397.52,30814.49,29200,0,False,29200,1614.49,161.45,92.83,1785.73,417.63,2203.36,2457.64,7.98,10.0,181.9,20.45,2,4000,2023-12-08,0,0,0,0
339,married,OH,2024,self_employment,18398.86,1961.57,0,9785.88,30146.31,29200,0,False,29200,946.31,94.63,37.85,1140.73,266.78,1407.51,1539.99,5.11,10.0,88.27,-6.36,0,0,2024-10-02,0,0,0,0
340,married,OH,2024,wages,237430.76,16068.08,0,0,253498.84,29200,0,False,29200,224298.84,39916.72,8971.95,10453.2,3442.75,13895.95,62784.62,24.77,24.0,42669.65,2752.93,4,8000,2024-11-25,0,0,0,0
341,hoh,FL,2024,rental,43650.51,0,3971.04,0,47621.55,21900,0,False,21900,25721.55,2854.59,0.0,2706.33,632.93,3339.2599999999998,6193.85,13.01,12.0,2890.76,36.17,1,2000,2024-10-30,0,0,0,0
